application,mof_id,precursor,true_label,predicted_label,probability,error_type,likely_cause,deployment_model
co2_capture,6929,[Cd].[N][N][N].n1ccc(cc1)c1nnc(n1c1ccncc1)c1ccccn1,0,1,0.28948500792363235,false_positive,unexplained,random_forest
co2_capture,6552,[Mn].[O-]C(=O)C(=O)[O-].[O]P(=O)(O)O,0,1,0.25547429612031164,false_positive,unexplained,random_forest
co2_capture,5541,[Na]O[Na]O[Na].[O]S(c1cc[n+](c(c1)c1cc(cc[n+]1[O-])S([O])([O])[O])[O-])([O])[O].[Sm],0,1,0.3375585784653533,false_positive,unusual_metal,random_forest
co2_capture,5004,[Cr][O]([Cr])[Cr].[O-]C(=O)C1=[C][C]=C([C]=[C]1)C1=[C][C]=C([C]=[C]1)C(=O)[O-],0,1,0.22189618649316345,false_positive,unusual_metal,random_forest
co2_capture,4147,[O-]C(=O)C(=O)[O-].[O][As]([O])[O].[O][As]([O])[O].[O].[Zn],0,1,0.25459032451226066,false_positive,unexplained,random_forest
co2_capture,2232,[Co].[O-]C(=O)C(=O)[O-].[O]P(=O)O,0,1,0.23260133805183308,false_positive,unexplained,random_forest
co2_capture,3637,[Dy].[O-]C(=O)C(=O)[O-].[O-]C(=O)c1cccc(c1)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1cccc(c1)C(=O)[O-])C=C3)c1cccc(c1)C(=O)[O-])[nH]2)c1cccc(c1)C(=O)[O-],0,1,0.3295039896957241,false_positive,unusual_metal,random_forest
co2_capture,7406,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[OH]12[Tb]34[OH]5[Tb]62[OH]2[Tb]71[OH]4[Tb]14[OH]3[Tb]35[OH]6[Tb]2([OH]71)[OH]43,0,1,0.49905182956257893,false_positive,unexplained,random_forest
co2_capture,7373,[Fe][O]([Fe])[Fe].[O-]C(=O)c1cc([N][N]c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],0,1,0.2365895771597819,false_positive,unexplained,random_forest
co2_capture,6,[In].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(s1)C(=O)[O-],0,1,0.2354001857941101,false_positive,unusual_metal,random_forest
co2_capture,2727,[Fe].[O-]C(=O)C(=O)[O-].[O][As]([O])[O],0,1,0.2241686451437266,false_positive,unexplained,random_forest
co2_capture,5987,[Co][O]([Co])[Co].[O-]C(=O)c1cc([N][N]c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],0,1,0.29483156490252244,false_positive,unexplained,random_forest
co2_capture,2241,[Cr].[Mn].[O-]C(=O)C(=O)[O-],0,1,0.24959492065219246,false_positive,unexplained,random_forest
co2_capture,2112,[Eu].[O-]C(=O)C(=O)[O-],0,1,0.3735396397855842,false_positive,unexplained,random_forest
co2_capture,6930,[O-]C(=O)c1cc(ccc1c1ccc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-].[Zn],0,1,0.3978271433202666,false_positive,unexplained,random_forest
co2_capture,7831,[Ca].[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)O)c(cc1c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)[O-],0,1,0.4951954623079604,false_positive,unusual_metal,random_forest
co2_capture,5542,[Eu].[Na]O[Na]O[Na].[O]S(c1cc[n+](c(c1)c1cc(cc[n+]1[O-])S([O])([O])[O])[O-])([O])[O],0,1,0.33807341070414504,false_positive,unusual_metal,random_forest
co2_capture,6208,[Na]O[Na]1(O[Na]2O[Na]O2)O[Na](O1)(O[Na])O[Na]1O[Na]O1.[O]C1=C2[C]C3=C([O])C(=[C]C(=[C]3)S([O])([O])[O])[C]C3=[C]C(=[C]C(=C3[O])[C]C3=C(C(=[C]C(=[C]3)S([O])([O])[O])[C]C3=[C]C(=[C]C(=C3[O])[C]C3=C(C(=[C]C(=[C]3)S([O])([O])[O])[C]C1=[C]C(=[C]2)S([O])([O])[O])[O])S([O])([O])[O])[O])S([O])([O])[O].[O]C1=C2[C]C3=[C]C(=[C]C(=C3[O])[C]C3=[C]C(=[C]C(=C3[O])[C]C3=[C]C(=[C]C(=C3[O])[C]C3=C(C(=[C]C(=[C]3)S([O])([O])[O])[C]C3=C(C(=[C]C(=[C]3)S([O])([O])[O])[C]C1=[C]C(=[C]2)S([O])([O])[O])[O])[O])S([O])([O])[O])S([O])([O])[O])S([O])([O])[O],0,1,0.32941030596162224,false_positive,unusual_metal,random_forest
co2_capture,7853,[Mg][O]([Mg])[Mg].[O-]C(=O)c1ccc(cc1)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1ccc(cc1)C(=O)[O-])C=C3)c1ccc(cc1)C(=O)[O-])[nH]2)c1ccc(cc1)C(=O)[O-],0,1,0.4312199758418509,false_positive,out_of_domain_linker_size,random_forest
co2_capture,5053,O=C1C(=O)C(=O)C1=O.[V]1[OH][V][OH]1,0,1,0.30281943580168136,false_positive,unusual_metal,random_forest
co2_capture,4856,[Cu].[O-]C(=O)C1=N[C]=C([C]=[C]1)C(=O)[O-].[O-]C(=O)C1=[C][C]=C([C]=N1)C(=O)[O-].[Sm],0,1,0.3590031646878154,false_positive,multiple_linker_fragments,random_forest
co2_capture,4497,[Cd].[O-]C(=O)C(=O)[O-],0,1,0.23833845435591988,false_positive,unexplained,random_forest
co2_capture,1485,[Ni].[O-]C(=O)c1cc(OCCOc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],0,1,0.3042453179186029,false_positive,unexplained,random_forest
co2_capture,6714,[Gd].[O-]C(=O)c1cc(N(=O)=O)c(c(c1)N(=O)=O)c1c(cc(cc1N(=O)=O)C(=O)[O-])N(=O)=O,0,1,0.5601399349426178,false_positive,unexplained,random_forest
co2_capture,5280,[Lu].[O-]C(=O)CN(CP(=O)(O)[O])CC(=O)[O-],0,1,0.37502270278062705,false_positive,unusual_metal,random_forest
co2_capture,3728,[In].[O-]C(=O)C(=O)[O-].[O]P(=O)[O],0,1,0.24216772046021073,false_positive,unusual_metal,random_forest
co2_capture,239,[Lu].[O-]C(=O)c1ccc(cc1)C1=CC(=C[C]=C1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)C1=C[C]=CC(=C1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],0,1,0.25821264851601333,false_positive,unusual_metal,random_forest
co2_capture,2751,[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-].[O].[O][C]([C]1[C][C][C]([C][C]1)C(=O)[O-])[O],0,1,0.29404362622446417,false_positive,multiple_linker_fragments,random_forest
co2_capture,7143,[Gd].[O-]C(=O)c1cc(N(=O)=O)c(c(c1)N(=O)=O)c1c(cc(cc1N(=O)=O)C(=O)[O-])N(=O)=O,0,1,0.5601399349426178,false_positive,unexplained,random_forest
co2_capture,616,[Gd].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-],0,1,0.44276878253615815,false_positive,unexplained,random_forest
co2_capture,6852,[Cd].[O-]C(=O)C1=CC=C([C]=C1)C#Cc1c(C)c(C#Cc2ccc(cc2)C(=O)[O-])c(c(c1C)C#Cc1ccc(cc1)C(=O)[O-])C.[O-]C(=O)C1=C[C]=C(C=C1)C#Cc1c(C)c(C#Cc2ccc(cc2)C(=O)[O-])c(c(c1C)C#Cc1ccc(cc1)C(=O)[O-])C.[O-]C(=O)c1ccc(cc1)C#Cc1c(C)c(C#Cc2ccc(cc2)C(=O)[O-])c(c(c1C)C#Cc1ccc(cc1)C(=O)[O-])C,0,1,0.31205663887408086,false_positive,out_of_domain_linker_size,random_forest
co2_capture,7141,[Gd].[O-]C(=O)c1cc(N(=O)=O)c(c(c1)N(=O)=O)c1c(cc(cc1N(=O)=O)C(=O)[O-])N(=O)=O,0,1,0.5601399349426178,false_positive,unexplained,random_forest
co2_capture,2198,[CH]1C=NC(=C1)[C](c1ccc(cc1)n1cncc1)C1=CC=C[N]1.[Ni],0,1,0.3402483575930988,false_positive,unexplained,random_forest
co2_capture,1719,[O-]C(=O)c1ccc(cc1)c1cncc(c1)c1ccc(cc1)C(=O)[O-].[Zn],0,1,0.2837799327241555,false_positive,unexplained,random_forest
co2_capture,4978,[Cd].[O-]C(=O)C.[O-]C(=O)c1cc2ccccc2c(c1O)c1c(O)c(cc2c1cccc2)C(=O)[O-].[O-][C]=O.n1ccc(cc1)c1ccncc1,0,1,0.21678042744568182,false_positive,multiple_linker_fragments,random_forest
co2_capture,2278,[Cd].c1ncn(c1)Cc1cc(Cn2cncc2)c(cc1Cn1cncc1)Cn1cncc1,0,1,0.38409612819521394,false_positive,unexplained,random_forest
co2_capture,1428,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH].[Sc],0,1,0.43846204213863327,false_positive,unusual_metal,random_forest
co2_capture,6308,O=C=C1[C]C(=[C]C(=[C]1)C(=O)[O-])C(=O)[O-].[In].[Ni]O[Ni].[O-]C(=O)C1=[C]C(=[C]C(=[C]1)C(=O)[O-])C(=O)[O-].[O-]C(=O)[C]1[C]2[C]3[C]([C]4[C]1C1(C56C2(C35C416)C(=O)[O-])C(=O)[O-])C(=O)[O-].[O][C](C12[C]3[C]4[C]2C4([C]C2([C]1[C]32)C(=O)[O-])C(=O)[O-])[O],0,1,0.25469096162635413,false_positive,out_of_domain_linker_size,random_forest
co2_capture,1586,[Cu].[O-]C(=O)[C]1N=CC=NC1=O.[O]12[Gd]345[O]6[Gd]782[O]29%105[Gd]5%111[O]4[Gd]149[O]3[Gd]362[O]8[Gd]%10([O]51)([O]7%11)[O]43,0,1,0.27079881592736876,false_positive,unexplained,random_forest
co2_capture,5264,C(=CCn1cnnc1)Cn1cnnc1.[Cu],1,0,0.1183115832164784,false_negative,unexplained,random_forest
co2_capture,780,Cl[Cd].[O-]C(=O)C1=C([N]C(=N1)c1ccncc1)C(=O)[O-].[O-]C(=O)c1[nH]c(nc1C(=O)[O-])c1ccncc1.[OH2][Tb],0,1,0.25197125539335435,false_positive,multiple_linker_fragments,random_forest
co2_capture,5713,C[C]1NN=C(N1c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1ccccc1.[Co].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])n1c(C)nnc1c1ccccc1.n1ccc(cc1)c1ccncc1,0,1,0.2199971458142779,false_positive,out_of_domain_linker_size,random_forest
co2_capture,1057,[Er].[O-]C(=O)C(=O)[O-].[O]P(=O)(O)O,0,1,0.40681643281415514,false_positive,unusual_metal,random_forest
co2_capture,5329,N#Cc1cccc(c1)CN1CCN(CC1)Cc1cccc(c1)C#N.[Ag],0,1,0.2263034121422063,false_positive,unexplained,random_forest
co2_capture,1997,Cc1nccn1CCCCn1ccnc1C.[Cd].[O-]C(=O)c1c(F)c(F)c(c(c1F)F)C(=O)[O-],1,0,0.17907443907480863,false_negative,multiple_linker_fragments,random_forest
co2_capture,6098,[Mn].[O-]C(=O)C(=O)[O-].[O]P(=O)(O)[O].[O]P(=O)([O])O,0,1,0.25547429612031164,false_positive,unexplained,random_forest
co2_capture,6352,[Dy].[O-]C(=O)C(=O)[O-],0,1,0.3144961293038847,false_positive,unusual_metal,random_forest
co2_capture,7075,[Zn].n1ccc(cc1)CCc1ccncc1,1,0,0.1869253256633534,false_negative,unexplained,random_forest
co2_capture,1040,[Co].[O]S(=O)(=O)[O].c1nc2c([nH]1)cc1c(c2)[nH]cn1,1,0,0.19824803020609041,false_negative,unexplained,random_forest
co2_capture,5615,[Fe][O]([Fe])[Fe].[O-]C(=O)c1cc([N][N]c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],0,1,0.2365895771597819,false_positive,unexplained,random_forest
co2_capture,3215,OC(=O)c1cc(cc(c1)P(=O)(O)[O])P(=O)(O)[O].OC(=O)c1cc(cc(c1)P(=O)([O])O)P(=O)(O)[O].OC(=O)c1cc(cc(c1)P(=O)([O])[O])P(=O)(O)[O].OC(=O)c1cc(cc(c1)P(=O)([O])[O])P(=O)([O])O.OC(=O)c1cc(cc(c1)P(=O)([O])[O])P(=O)([O])[O].[O-]C(=O)c1cc(cc(c1)P(=O)(O)[O])P(=O)(O)[O].[O-]C(=O)c1cc(cc(c1)P(=O)([O])O)P(=O)([O])O.[U],0,1,0.2218476793700767,false_positive,unusual_metal,random_forest
co2_capture,4447,[Cd].[O-]C(=O)c1ccc(cc1)CN1CCN(CCN(CCN(CC1)Cc1ccc(cc1)C(=O)[O-])Cc1ccc(cc1)C(=O)[O-])Cc1ccc(cc1)C(=O)[O-],0,1,0.26867073548140913,false_positive,unexplained,random_forest
co2_capture,5989,[Mn][O]([Mn])[Mn].[O-]C(=O)c1cc([N][N]c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],0,1,0.4986090708562578,false_positive,unexplained,random_forest
co2_capture,6775,[Cd].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-],0,1,0.31284303983541234,false_positive,unexplained,random_forest
co2_capture,5880,[In]O[In].[O-]C(=O)C(=O)[O-],0,1,0.2359654404403623,false_positive,unusual_metal,random_forest
co2_capture,5766,[Dy].[O-]C(=O)c1ccc(s1)C(=O)[O-],0,1,0.5418713026119267,false_positive,unusual_metal,random_forest
co2_capture,6340,[Er].[O-]C(=O)C(=O)[O-],0,1,0.40681643281415514,false_positive,unusual_metal,random_forest
co2_capture,1113,[Mg].[O-]C(=O)C(=O)[O-].[O]P(=O)(O)O,0,1,0.4974599764406699,false_positive,unexplained,random_forest
co2_capture,6584,[Fe].[O-]C(=O)C(=O)[O-].[O]P(=O)([O])[O],0,1,0.2241686451437266,false_positive,unexplained,random_forest
co2_capture,1191,[Cr].[Mn].[O-]C(=O)C(=O)[O-],0,1,0.24959492065219246,false_positive,unexplained,random_forest
co2_capture,3873,[Cd].[O-]C(=O)c1ccc(cc1)n1cnc2c1cccc2,1,0,0.17506504962096667,false_negative,unexplained,random_forest
co2_capture,7284,[Cu].[O-]C(=O)C1=C(C)[N]N=C1C.[O-]C(=O)[C]1C(=NN=C1C)C,1,0,0.1439397613897296,false_negative,multiple_linker_fragments,random_forest
co2_capture,5543,[Gd].[Na]O[Na]O[Na].[O]S(c1cc[n+](c(c1)c1cc(cc[n+]1[O-])S([O])([O])[O])[O-])([O])[O],0,1,0.29803995867855915,false_positive,unusual_metal,random_forest
co2_capture,643,O=C(c1ccc(cc1)C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Co],0,1,0.22518401034047264,false_positive,unexplained,random_forest
co2_capture,6268,[Co][Co].[O-]C(=O)c1cc([N][N]c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],0,1,0.29262053304199664,false_positive,unexplained,random_forest
co2_capture,7154,[Mn].[O-]C(=O)C(=O)[O-].[O-]C(=O)c1ccc(cc1)CN1[CH]C=C(C=C1)C1=C[CH]N(C=C1)Cc1ccc(cc1)C(=O)[O-],0,1,0.4801375089523668,false_positive,multiple_linker_fragments,random_forest
co2_capture,2124,[Er].[O-]C(=O)c1ccc(s1)C(=O)[O-],0,1,0.5062592581655843,false_positive,unusual_metal,random_forest
co2_capture,2315,[Er].[O-]C(=O)c1ccc(cc1)[N][N]c1ccc(cc1)C(=O)[O-],0,1,0.4911333496566729,false_positive,unusual_metal,random_forest
co2_capture,62,[La].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-],0,1,0.5338835563021572,false_positive,unexplained,random_forest
co2_capture,993,Oc1cc(nc(c1)C(=O)[O-])C(=O)[O-].[Cd].[O]c1cc(nc(c1)C(=O)[O-])C(=O)[O-],0,1,0.30674604015753626,false_positive,multiple_linker_fragments,random_forest
co2_capture,4914,[O-]C(=O)c1ccc(s1)C(=O)[O-].[Tb][Tb],0,1,0.4909960740781202,false_positive,unexplained,random_forest
co2_capture,6671,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH].[V],0,1,0.4142720248608921,false_positive,unusual_metal,random_forest
co2_capture,2181,[In].[O-]C(=O)C(=O)[O-].[O]P(=O)([O])[O],0,1,0.24216772046021073,false_positive,unusual_metal,random_forest
co2_capture,1499,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH].[V],0,1,0.4142720248608921,false_positive,unusual_metal,random_forest
co2_capture,3575,[Fe].[O-]C(=O)C(=O)[O-].[O]P(=O)(O)[O].[O]P(=O)([O])O,0,1,0.2241686451437266,false_positive,unexplained,random_forest
co2_capture,4705,[O-]C(=O)c1cccc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][OH][Zn],1,0,0.19784656147684854,false_negative,unexplained,random_forest
co2_capture,7398,[Cd].[O-]C(=O)c1ccc(cc1)c1nccc(c1)C(=O)[O-],0,1,0.32464017556805186,false_positive,unexplained,random_forest
co2_capture,5774,[Gd].[O-]C(=O)c1ccc(s1)C(=O)[O-],0,1,0.510970817301494,false_positive,unexplained,random_forest
co2_capture,2162,[Cd].[Cd][Cd].[Na].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],0,1,0.33042684538488765,false_positive,unexplained,random_forest
co2_capture,1032,[Dy].[Na].[O-]C(=O)c1ccc(cc1)C1=C2C=CC(=C(c3ccc(cc3)C(=O)[O-])C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccc(cc1)C(=O)[O-])[N]4)c1ccc(cc1)C(=O)[O-])C=C3)[N]2.[O-][C]=O.[O]N(=O)=O.[Zn],0,1,0.26177727426202974,false_positive,unusual_metal,random_forest
co2_capture,7079,[O-]C(=O)c1cccc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][OH][Zn],1,0,0.19784656147684854,false_negative,unexplained,random_forest
co2_capture,999,[Er].[O-]C(=O)C(=O)[O-].[O][Se][O].[O].[O],0,1,0.40681643281415514,false_positive,unusual_metal,random_forest
co2_capture,6790,O=C1NCCN1.[La].[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-],0,1,0.5845344218545993,false_positive,multiple_linker_fragments,random_forest
co2_capture,6674,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH].[V],0,1,0.4142720248608921,false_positive,unusual_metal,random_forest
co2_capture,1212,[Cd].[O-]C(=O)C(=O)[O-].[O]OC(=O)C12OOC2(O1)C12OOC2(O1)C(=O)O[O],0,1,0.30840034989576987,false_positive,multiple_linker_fragments,random_forest
co2_capture,6770,[O-]C(=O)c1ccc(s1)C(=O)[O-].[O]12[Hf]34[O]5[Hf]62[O]2[Hf]71[O]4[Hf]14[O]3[Hf]35[O]6[Hf]2([O]71)[O]43,0,1,0.3129254736172515,false_positive,unusual_metal,random_forest
co2_capture,2107,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn],0,1,0.31720530441768335,false_positive,unexplained,random_forest
co2_capture,6672,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH].[V],0,1,0.4142720248608921,false_positive,unusual_metal,random_forest
co2_capture,6076,[Ni][OH]([Ni])[Ni].[O-]C(=O)c1ccc(cc1)c1cncc(c1)c1ccc(cc1)C(=O)[O-],0,1,0.2731171317182353,false_positive,unexplained,random_forest
co2_capture,2052,[Cr].[Mn].[O-]C(=O)C(=O)[O-],0,1,0.24959492065219246,false_positive,unexplained,random_forest
co2_capture,1693,[Cd].[O-]C(=O)c1ccc(cc1c1ccc(cc1)C(=O)[O-])C(=O)[O-],0,1,0.3077890296754103,false_positive,unexplained,random_forest
co2_capture,3934,[Er].[O-]C(=O)c1ccc(cc1)C1=C2C=CC(=C(c3ccc(cc3)C(=O)[O-])C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccc(cc1)C(=O)[O-])[N]4)c1ccc(cc1)C(=O)[O-])C=C3)[N]2,0,1,0.30004092538207094,false_positive,unusual_metal,random_forest
co2_capture,7634,[Ba].[Ba]1OO1.[Eu].[O]S(c1cc[n+](c(c1)c1cc(cc[n+]1[O-])S([O])([O])[O])[O-])([O])[O],0,1,0.2981323542282167,false_positive,unusual_metal,random_forest
co2_capture,6928,[Eu].[O].[O][C]([C]1[CH][C]([CH][C]([CH]1)C(=O)[O-])C(=O)[O-])[O],0,1,0.6665469102101715,false_positive,unexplained,random_forest
co2_capture,875,[Nd].[O-]C(=O)C(=O)[O-],0,1,0.4092288338366236,false_positive,unexplained,random_forest
co2_capture,2239,[O-]C(=O)c1cc([N][N]c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[Zn][Zn],0,1,0.2268930574754429,false_positive,unexplained,random_forest
co2_capture,1063,[O-]C(=O)c1cc([N][N]c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[Zn],0,1,0.2885445494463036,false_positive,unexplained,random_forest
co2_capture,799,[Ga].[O-]C(=O)C(=O)[O-].[O]P(=O)(O)O.[O]P(=O)(O)[O].[O]P(=O)([O])O.[O]P1(=O)OOP(=O)(OO1)[O],0,1,0.25231917945493704,false_positive,unusual_metal,random_forest
co2_capture,6459,[Cd].[O-]C(=O)C(=O)[O-],0,1,0.23833845435591988,false_positive,unexplained,random_forest
co2_capture,7212,[Fe].n1nnc([nH]1)c1ccc(cc1)c1nnn[nH]1,0,1,0.23653753517681558,false_positive,unexplained,random_forest
co2_capture,1440,Cc1nccn1c1ccc(cc1)n1ccnc1C.[Cd].[O-]C(=O)C1CCC(CC1)C(=O)[O-],0,1,0.2566094140372984,false_positive,multiple_linker_fragments,random_forest
co2_capture,4277,[In].[O-]C(=O)C1=[C][C]=C([C]=[C]1)C1=C2[C]=[C]C(=C(C3=[C][C]=C([C]=[C]3)C(=O)[O-])C3=NC(=C(C4=[C][C]=C(C(=C5N=C1[C]=[C]5)C1=[C][C]=C([C]=[C]1)C(=O)[O-])[N]4)C1=[C][C]=C([C]=[C]1)C(=O)[O-])[C]=[C]3)[N]2.[O],0,1,0.28846788674664237,false_positive,unusual_metal,random_forest
co2_capture,4700,[In].[O-]C(=O)C(=O)[O-].[O]P(=O)([O])[O],0,1,0.24216772046021073,false_positive,unusual_metal,random_forest
co2_capture,1234,[Co].[O]S(=O)(=O)[O].n1ccc(cc1)CCc1ccncc1,1,0,0.17797317209258792,false_negative,unexplained,random_forest
co2_capture,3401,CO[C](c1cc(cc(c1)C(=O)[O-])C(=O)[O-])OC.[CH2]O[C](c1cc(cc(c1)C(=O)[O-])C(=O)[O-])OC.[CH2]O[C](c1cc(cc(c1)C(=O)[O-])C(=O)[O-])O[CH2].[Cu][Cu],1,0,0.07679305869715713,false_negative,multiple_linker_fragments,random_forest
co2_capture,3165,[O-]C(=O)C1=[C][C]=C(S1)C(=O)[O-].[Yb][O]([Yb])[Yb],0,1,0.4222451957752203,false_positive,unusual_metal,random_forest
co2_capture,1826,[In].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-],0,1,0.230608422487759,false_positive,unusual_metal,random_forest
co2_capture,1000,[O-]C(=O)C(=O)[O-].[O][Se][O].[O].[O].[Y],0,1,0.3732935305202896,false_positive,unusual_metal,random_forest
co2_capture,2421,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[OH].[Zn],0,1,0.2194875794475278,false_positive,unexplained,random_forest
co2_capture,6993,[La].[O-]C(=O)C(=O)[O-],0,1,0.36546588602002744,false_positive,unexplained,random_forest
co2_capture,1672,[Ce].[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)O)c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],0,1,0.42374281914419104,false_positive,unusual_metal,random_forest
co2_capture,5988,[Mg][O]([Mg])[Mg].[O-]C(=O)c1cc([N][N]c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],0,1,0.5802270345956274,false_positive,unexplained,random_forest
co2_capture,4020,COc1cc(ccc1c1ccc(cc1OC)C(=O)[O-])C(=O)[O-].[Eu].[O-]C=O,0,1,0.4364110490546811,false_positive,multiple_linker_fragments,random_forest
co2_capture,6350,[Gd].[O-]C(=O)C(=O)[O-],0,1,0.31132221957034817,false_positive,unexplained,random_forest
co2_capture,4220,[O-]C(=O)c1cc2c(s1)c1cc(sc1c1c2sc(c1)C(=O)[O-])C(=O)[O-].[Sr]1[Sr][O]21[Sr][Sr]2.[Sr][O]1([Sr])[Sr][Sr]1,0,1,0.413894550285584,false_positive,unusual_metal,random_forest
co2_capture,5991,[Mg][O]([Mg])[Mg].[O-]C(=O)c1cc([N][N]c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],0,1,0.5802270345956274,false_positive,unexplained,random_forest
co2_capture,6127,[O-]C(=O)c1cc(cc(c1)c1ccc(cc1)P(=O)([O])[O])C(=O)[O-].[Zn],0,1,0.23193910860947353,false_positive,unexplained,random_forest
co2_capture,1230,N#C[C](c1c2[N]S[N]c2c(c2c1nsn2)[C](C#N)C#N)C#N.[Ru][Ru],0,1,0.23242005590900233,false_positive,unusual_metal,random_forest
co2_capture,6270,CC(P(=O)([O])[O])(P(=O)([O])[O])O.[O].[O][As]([O])[O].[Sm].[Sm]1OO1.[W],0,1,0.2517053331492046,false_positive,unusual_metal,random_forest
co2_capture,1675,[Ga].[Mn].[O-]C(=O)C(=O)[O-].[O]P(=O)(O)[O].[O]P(=O)([O])O.[O]P(=O)([O])[O],0,1,0.2780623112170162,false_positive,unexplained,random_forest
co2_capture,4279,[Ga].[O-]C(=O)C1=[C][C]=C([C]=[C]1)C1=C2[C]=[C]C(=C(C3=[C][C]=C([C]=[C]3)C(=O)[O-])C3=NC(=C(C4=[C][C]=C(C(=C5N=C1[C]=[C]5)C1=[C][C]=C([C]=[C]1)C(=O)[O-])[N]4)C1=[C][C]=C([C]=[C]1)C(=O)[O-])[C]=[C]3)[N]2.[O],0,1,0.2611923325456881,false_positive,unusual_metal,random_forest
co2_capture,7653,[Fe].n1ncn(c1)[N][N]n1cnnc1,0,1,0.22196286764794815,false_positive,unexplained,random_forest
co2_capture,5974,[Fe].[O-]C(=O)C(=O)[O-].[O]P(=O)(O)[O].[O]P(=O)([O])O,0,1,0.2241686451437266,false_positive,unexplained,random_forest
co2_capture,6150,[O-]C(=O)c1ccc(s1)C(=O)[O-].[Zn],0,1,0.2214794329553322,false_positive,unexplained,random_forest
co2_capture,6719,[Gd].[O-]C(=O)c1cc(N(=O)=O)c(c(c1)N(=O)=O)c1c(cc(cc1N(=O)=O)C(=O)[O-])N(=O)=O,0,1,0.5601399349426178,false_positive,unexplained,random_forest
co2_capture,5210,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Tb][Tb],0,1,0.4995034141061187,false_positive,unexplained,random_forest
co2_capture,2740,[Cu].[O-]C(=O)c1ccccc1C(=O)[O-].[O-]C(=O)c1ccncc1.[Sm],0,1,0.236856527546293,false_positive,multiple_linker_fragments,random_forest
